student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status,school_name,school_type,milieu,province,region,capacity,num_teachers,infrastructure_score,digital_equipment,year_founded,taux_reussite_national_pct,taux_pauvrete_pct,taux_alphabetisation_pct,couverture_internet_pct,depense_par_eleve_mad,taux_abandon_scolaire_pct,ratio_eleves_par_enseignant,nb_etablissements,risk_score,risk_level
STU0510,Mouad Belkadi,16.0,M,1ère Bac,SCH064,16.5,14.9,13.2,15.7,15.4,81.1,6.1,Oui,Primaire,Oui,2023-09-17,15.14,Admis,Institut Ibn Sina,Public,Rural,El Kelaa,Marrakech-Safi,660,34,7.9,Non,2009,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.2,Risque faible
STU0100,Samira Cherif,16.0,F,1ère Bac,SCH033,15.7,11.3,17.3,10.7,15.4,80.6,4.8,Non,Primaire,Oui,2023-09-04,14.08,Admis,École Secondaire Averroès,Privé,Urbain,Skhirate,Rabat-Salé-Kénitra,434,57,7.2,Non,1995,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.27,Risque faible
STU0700,Sara Tazi,16.0,F,1ère Bac,SCH095,15.8,17.9,14.3,11.6,17.6,81.4,3.8,Oui,Secondaire,Non,2023-09-17,15.44,Admis,Collège Atlas,Public,Urbain,Taroudant,Souss-Massa,614,53,7.9,Partiel,1993,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.26,Risque faible
STU0496,Rachid Amrani,15.0,M,3ème Collège,SCH009,8.4,9.9,9.9,10.2,7.3,64.8,2.5,Non,Supérieur,Non,2023-09-17,9.14,Ajourné,Institut Averroès,Public,Urbain,Mohammedia,Casablanca-Settat,576,55,7.5,Oui,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.51,Risque modéré
STU0845,Hassan Belkadi,16.0,M,1ère Bac,SCH067,16.2,11.9,11.3,17.0,12.4,71.8,4.1,Oui,Supérieur,Oui,2023-09-04,13.76,Admis,Lycée Al Massira,Public,Rural,Essaouira,Marrakech-Safi,738,23,8.6,Oui,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.32,Risque faible
STU0744,Soukaina Lahlou,18.0,F,2ème Bac,SCH052,10.6,17.5,15.6,15.9,10.0,78.4,3.4,Oui,Primaire,Oui,2023-09-17,13.92,Admis,Institut Al Massira,Public,Rural,Taza,Fès-Meknès,1066,26,7.0,Non,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.32,Risque faible
STU0109,Hamza Cherif,18.0,M,2ème Bac,SCH069,12.9,15.2,16.3,10.1,12.2,83.5,4.0,Oui,Secondaire,Non,2023-09-04,13.34,Admis,École Secondaire Al Wifaq,Privé,Rural,Essaouira,Marrakech-Safi,383,45,3.1,Partiel,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.3,Risque faible
STU0018,Soukaina El Idrissi,15.0,F,3ème Collège,SCH108,10.9,14.9,12.5,12.0,11.7,84.0,3.5,Oui,Secondaire,Non,2023-09-13,12.4,Admis,Collège Ibn Battuta,Privé,Rural,Khénifra,Béni Mellal-Khénifra,851,45,5.2,Partiel,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.34,Risque faible
STU0237,Mouad Benjelloun,18.0,M,2ème Bac,SCH019,16.9,14.1,16.9,11.7,15.3,70.8,4.4,Oui,Aucun,Non,2023-09-07,14.98,Admis,Collège Al Amal,Privé,Rural,Salé,Rabat-Salé-Kénitra,852,59,4.3,Non,2000,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.29,Risque faible
STU0356,Chaimae Chraibi,17.0,F,1ère Bac,SCH084,15.0,11.8,17.2,12.2,15.1,94.8,4.1,Non,Primaire,Oui,2023-09-13,14.26,Admis,Collège Oued Ziz,Public,Urbain,Larache,Tanger-Tétouan-Al Hoceïma,795,32,7.7,Partiel,2013,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.24,Risque faible
STU0102,Rachid Benhaddou,15.0,M,Tronc Commun,SCH064,12.6,11.4,12.2,12.0,14.7,72.6,5.0,Oui,Secondaire,Non,2023-09-21,12.58,Admis,Institut Ibn Sina,Public,Rural,El Kelaa,Marrakech-Safi,660,34,7.9,Non,2009,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.32,Risque faible
STU0346,Mehdi Tahiri,16.0,M,Tronc Commun,SCH014,10.5,11.8,17.9,10.5,10.1,79.8,3.4,Oui,Primaire,Oui,2023-09-17,12.16,Admis,Lycée Al Massira,Privé,Urbain,Berrechid,Casablanca-Settat,849,32,8.0,Non,1982,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.36,Risque faible
STU0155,Mouad Lahlou,17.0,M,1ère Bac,SCH071,12.5,11.5,11.1,13.7,15.8,80.1,4.0,Non,Secondaire,Non,2023-09-12,12.92,Admis,Collège Ibn Battuta,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,985,22,6.7,Oui,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.32,Risque faible
STU0066,Mouad El Ouali,16.0,M,Tronc Commun,SCH109,12.6,16.2,11.6,15.9,12.6,73.1,4.2,Non,Aucun,Oui,2023-09-17,13.78,Admis,École Secondaire Al Wifaq,Privé,Rural,Khénifra,Béni Mellal-Khénifra,493,59,4.6,Non,1989,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.32,Risque faible
STU0058,Mehdi Bouazza,17.0,M,2ème Bac,SCH131,15.8,12.8,11.5,14.9,15.3,69.5,4.0,Non,Primaire,Oui,2023-09-04,14.06,Admis,École Secondaire Ibn Battuta,Public,Urbain,Berkane,Oriental,418,21,4.5,Partiel,1983,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.33,Risque faible
STU0834,Lina Bouazza,16.0,F,1ère Bac,SCH032,15.1,10.5,17.2,15.4,14.5,71.5,4.6,Oui,Supérieur,Non,2023-09-13,14.54,Admis,Institut Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,897,51,6.4,Non,1988,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.29,Risque faible
STU0870,Hajar Alaoui,17.0,F,1ère Bac,SCH097,17.1,17.8,15.2,10.6,12.7,71.1,4.7,Oui,Secondaire,Oui,2023-09-13,14.68,Admis,Lycée Moulay Youssef,Privé,Rural,Taroudant,Souss-Massa,340,42,7.8,Partiel,1991,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.29,Risque faible
STU0202,Zineb Zouiten,17.0,F,1ère Bac,SCH090,7.7,7.3,8.0,8.3,8.5,73.6,2.2,Non,Primaire,Oui,2023-09-02,7.96,Ajourné,Institut Ibn Battuta,Privé,Urbain,Agadir,Souss-Massa,753,34,8.6,Non,1994,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.52,Risque modéré
STU0312,Nour Alaoui,14.0,F,3ème Collège,SCH131,13.8,17.1,11.2,17.6,11.1,76.6,3.7,Non,Primaire,Non,2023-09-20,14.16,Admis,École Secondaire Ibn Battuta,Public,Urbain,Berkane,Oriental,418,21,4.5,Partiel,1983,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.31,Risque faible
STU0513,Khalid Mansouri,16.0,M,1ère Bac,SCH092,11.0,13.0,17.0,17.0,9.0,83.5,4.0,Non,Supérieur,Oui,2023-09-05,13.4,Admis,Lycée Ibn Khaldoun,Public,Rural,Tiznit,Souss-Massa,302,41,5.9,Partiel,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.3,Risque faible
STU0181,Mehdi Mansouri,14.0,M,3ème Collège,SCH109,10.6,7.3,9.6,7.8,8.7,75.1,3.0,Oui,Secondaire,Non,2023-09-16,8.8,Ajourné,École Secondaire Al Wifaq,Privé,Rural,Khénifra,Béni Mellal-Khénifra,493,59,4.6,Non,1989,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.47,Risque modéré
STU0769,Houda Benjelloun,15.0,F,3ème Collège,SCH068,11.0,17.4,13.5,16.7,10.8,77.7,4.2,Non,Aucun,Oui,2023-09-05,13.88,Admis,Institut Al Kindi,Privé,Rural,Essaouira,Marrakech-Safi,516,44,5.1,Non,1992,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.3,Risque faible
STU0195,Zineb Amrani,14.0,F,3ème Collège,SCH035,9.3,7.0,9.7,7.3,7.2,65.0,2.3,Non,Secondaire,Non,2023-09-06,8.1,Ajourné,Lycée Al Amal,Public,Rural,Fès,Fès-Meknès,550,38,4.9,Non,2009,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.54,Risque modéré
STU0556,Loubna Bouazza,15.0,F,Tronc Commun,SCH024,15.7,18.0,14.9,16.4,16.7,88.5,5.4,Non,Primaire,Oui,2023-09-13,16.34,Admis,Lycée Al Massira,Privé,Rural,Kénitra,Rabat-Salé-Kénitra,969,56,3.6,Non,1996,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.17,Risque faible
STU0355,Khalid Bouazza,14.0,M,3ème Collège,SCH080,8.6,10.8,7.7,8.9,8.1,72.9,2.8,Oui,Aucun,Oui,2023-09-17,8.82,Ajourné,Lycée Hassan II,Public,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1037,41,6.2,Oui,2005,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.48,Risque modéré
STU0986,Tariq Zouiten,16.0,M,1ère Bac,SCH004,8.8,10.0,9.3,8.9,10.8,74.0,3.2,Oui,Primaire,Oui,2023-09-21,9.56,Ajourné,Collège Hassan II,Privé,Rural,Mohammedia,Casablanca-Settat,1081,36,3.7,Non,1981,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.45,Risque modéré
STU0483,Houda Berrada,17.0,F,1ère Bac,SCH102,16.1,11.4,10.7,16.6,17.3,76.4,4.4,Oui,Secondaire,Non,2023-09-17,14.42,Admis,Institut Ibn Sina,Public,Rural,Béni Mellal,Béni Mellal-Khénifra,492,48,5.4,Non,2015,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.28,Risque faible
STU0208,Ilyas El Fassi,16.0,M,Tronc Commun,SCH023,14.5,13.2,17.1,17.5,15.2,78.9,4.2,Oui,Aucun,Non,2023-09-13,15.5,Admis,Institut Hassan II,Public,Rural,Kénitra,Rabat-Salé-Kénitra,396,21,7.3,Non,2002,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.26,Risque faible
STU0091,Rachid Tazi,17.0,M,1ère Bac,SCH075,16.2,16.1,16.4,14.4,10.8,71.5,3.7,Non,Supérieur,Non,2023-09-01,14.78,Admis,École Secondaire Al Farabi,Privé,Rural,Tétouan,Tanger-Tétouan-Al Hoceïma,818,56,5.2,Non,2006,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.31,Risque faible
STU0712,Nour Senhaji,15.0,F,Tronc Commun,SCH016,10.8,8.4,10.1,10.4,10.8,70.5,3.7,Non,Aucun,Oui,2023-09-17,10.1,Admis,Collège Al Kindi,Privé,Urbain,Rabat,Rabat-Salé-Kénitra,1080,25,6.5,Partiel,1975,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.43,Risque modéré
STU0676,Bilal Amrani,15.0,M,3ème Collège,SCH014,14.0,15.6,14.0,11.6,13.2,72.8,4.9,Oui,Secondaire,Non,2023-09-07,13.68,Admis,Lycée Al Massira,Privé,Urbain,Berrechid,Casablanca-Settat,849,32,8.0,Non,1982,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.3,Risque faible
STU0242,Soukaina Belkadi,16.0,F,1ère Bac,SCH034,14.2,11.2,17.7,14.9,15.8,80.7,5.2,Non,Supérieur,Oui,2023-09-02,14.76,Admis,Institut Moulay Youssef,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,876,21,3.5,Oui,2007,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.24,Risque faible
STU0699,Ghita El Ouali,16.0,F,1ère Bac,SCH048,13.4,16.5,13.3,15.9,16.2,76.4,5.4,Oui,Primaire,Oui,2023-09-08,15.06,Admis,Institut Al Kindi,Public,Rural,Ifrane,Fès-Meknès,1046,35,5.8,Partiel,1982,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.24,Risque faible
STU0944,Hamza Benhaddou,15.0,M,Tronc Commun,SCH129,10.2,11.8,17.9,15.9,10.9,68.3,4.0,Oui,Secondaire,Oui,2023-09-17,13.34,Admis,Lycée Al Massira,Privé,Rural,Berkane,Oriental,539,45,3.2,Partiel,1995,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.35,Risque faible
STU0807,Rachid Amrani,18.0,M,2ème Bac,SCH133,7.6,8.2,9.0,7.9,8.4,76.4,1.7,Oui,Primaire,Oui,2023-09-19,8.22,Ajourné,Institut Al Massira,Public,Rural,Taourirt,Oriental,401,46,7.0,Non,1977,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.52,Risque modéré
STU0810,Hamza El Idrissi,18.0,M,2ème Bac,SCH132,10.9,11.8,15.3,14.2,10.0,75.1,3.0,Oui,Primaire,Oui,2023-09-10,12.44,Admis,École Secondaire Al Massira,Privé,Rural,Taourirt,Oriental,1060,59,9.1,Non,2012,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.38,Risque faible
STU0396,Hamza Bouazza,15.0,M,Tronc Commun,SCH118,10.3,14.3,15.1,10.5,15.7,91.0,3.2,Non,Aucun,Oui,2023-09-21,13.18,Admis,Institut Moulay Youssef,Public,Urbain,Oujda,Oriental,999,30,6.2,Partiel,1984,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.31,Risque faible
STU0544,Amine Senhaji,17.0,M,2ème Bac,SCH061,9.3,8.4,7.0,8.5,7.2,73.1,3.1,Non,Aucun,Oui,2023-09-17,8.08,Ajourné,École Secondaire Ibn Battuta,Privé,Urbain,Safi,Marrakech-Safi,379,60,4.9,Non,1996,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.49,Risque modéré
STU0916,Loubna Zouiten,18.0,F,2ème Bac,SCH130,15.1,14.7,11.3,13.0,12.9,75.0,3.7,Non,Supérieur,Non,2023-09-18,13.4,Admis,Institut Al Amal,Public,Urbain,Berkane,Oriental,1017,34,7.2,Oui,1983,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.33,Risque faible
STU0853,Bilal Tazi,16.0,M,1ère Bac,SCH057,9.0,10.1,7.0,10.2,7.7,56.9,3.3,Non,Supérieur,Oui,2023-09-04,8.8,Ajourné,Collège Ibn Khaldoun,Privé,Rural,Marrakech,Marrakech-Safi,971,59,3.0,Oui,2002,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.52,Risque modéré
STU0969,Hassan Tahiri,17.0,M,2ème Bac,SCH054,9.4,9.6,8.4,10.3,8.6,64.5,2.5,Oui,Aucun,Non,2023-09-16,9.26,Ajourné,Collège Al Biruni,Privé,Rural,Taza,Fès-Meknès,784,25,7.3,Non,2007,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.5,Risque modéré
STU0735,Karim Lahlou,15.0,M,3ème Collège,SCH045,12.5,14.6,17.1,17.4,12.0,61.9,4.1,Non,Primaire,Oui,2023-09-09,14.72,Admis,Institut Al Kindi,Public,Urbain,Meknès,Fès-Meknès,612,29,4.4,Partiel,1987,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.33,Risque faible
STU0060,Fatima Tahiri,15.0,F,3ème Collège,SCH030,14.1,10.7,13.4,14.7,10.1,78.2,3.0,Non,Supérieur,Non,2023-09-17,12.6,Admis,Institut Al Biruni,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,1173,48,4.0,Partiel,1980,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.36,Risque faible
STU0014,Ilyas Tahiri,15.0,M,Tronc Commun,SCH096,17.3,17.0,11.3,14.3,14.3,84.6,4.2,Non,Supérieur,Oui,2023-09-16,14.84,Admis,Institut Oued Ziz,Privé,Urbain,Taroudant,Souss-Massa,611,59,5.6,Non,2007,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.26,Risque faible
STU0488,Lina Benjelloun,15.0,F,3ème Collège,SCH045,12.0,12.1,10.1,12.2,16.8,69.7,5.0,Non,Primaire,Non,2023-09-16,12.64,Admis,Institut Al Kindi,Public,Urbain,Meknès,Fès-Meknès,612,29,4.4,Partiel,1987,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.33,Risque faible
STU0176,Youssef Chraibi,18.0,M,2ème Bac,SCH114,13.3,11.0,14.5,12.9,17.7,81.5,3.5,Oui,Supérieur,Non,2023-09-17,13.88,Admis,Institut Al Kindi,Privé,Rural,Azilal,Béni Mellal-Khénifra,941,60,8.8,Non,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.31,Risque faible
STU0136,Adil Benhaddou,18.0,M,2ème Bac,SCH087,16.0,17.1,14.2,17.2,14.5,83.0,6.7,Oui,Secondaire,Non,2023-09-17,15.8,Admis,Lycée Moulay Youssef,Privé,Urbain,Larache,Tanger-Tétouan-Al Hoceïma,591,45,6.1,Non,1986,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.16,Risque faible
STU0731,Samira Tahiri,16.0,F,Tronc Commun,SCH133,7.1,7.7,10.7,8.5,10.8,76.4,1.8,Oui,Supérieur,Non,2023-09-04,8.96,Ajourné,Institut Al Massira,Public,Rural,Taourirt,Oriental,401,46,7.0,Non,1977,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.5,Risque modéré
STU0950,Houda El Ouali,19.0,F,2ème Bac,SCH014,11.8,17.6,15.8,15.3,14.1,82.4,5.3,Non,Aucun,Oui,2023-09-14,14.92,Admis,Lycée Al Massira,Privé,Urbain,Berrechid,Casablanca-Settat,849,32,8.0,Non,1982,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.23,Risque faible
STU0542,Karim El Fassi,15.0,M,Tronc Commun,SCH045,10.6,16.9,17.1,16.3,10.7,88.5,4.4,Non,Aucun,Non,2023-09-03,14.32,Admis,Institut Al Kindi,Public,Urbain,Meknès,Fès-Meknès,612,29,4.4,Partiel,1987,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.25,Risque faible
STU0879,Youssef Berrada,17.0,M,1ère Bac,SCH027,12.3,16.5,10.6,13.6,14.4,83.6,3.9,Oui,Aucun,Non,2023-09-08,13.48,Admis,Collège Ibn Khaldoun,Public,Urbain,Kénitra,Rabat-Salé-Kénitra,716,46,6.1,Non,1978,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.3,Risque faible
STU0384,Lina Bouazza,15.0,F,1ère Bac,SCH061,10.5,7.7,7.9,8.8,7.6,69.3,1.3,Non,Aucun,Non,2023-09-13,8.5,Ajourné,École Secondaire Ibn Battuta,Privé,Urbain,Safi,Marrakech-Safi,379,60,4.9,Non,1996,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.54,Risque modéré
STU0919,Ghita Senhaji,15.0,F,3ème Collège,SCH047,11.3,15.2,15.9,15.0,13.0,66.1,4.3,Non,Supérieur,Non,2023-09-06,14.08,Admis,Lycée Al Farabi,Privé,Rural,Ifrane,Fès-Meknès,1198,31,4.2,Non,1977,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.33,Risque faible
STU0166,Loubna Chraibi,14.0,F,3ème Collège,SCH110,17.4,14.4,11.5,12.0,14.9,72.9,3.5,Oui,Aucun,Oui,2023-09-09,14.04,Admis,École Secondaire Oued Ziz,Privé,Urbain,Khénifra,Béni Mellal-Khénifra,784,60,8.9,Non,1999,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.33,Risque faible
STU0646,Fatima Senhaji,15.0,F,Tronc Commun,SCH027,10.7,7.4,9.5,8.2,10.1,68.0,1.2,Non,Aucun,Oui,2023-09-05,9.18,Ajourné,Collège Ibn Khaldoun,Public,Urbain,Kénitra,Rabat-Salé-Kénitra,716,46,6.1,Non,1978,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.53,Risque modéré
STU0900,Bilal Lahlou,16.0,M,Tronc Commun,SCH082,16.5,10.7,16.9,15.6,13.1,95.3,4.7,Oui,Aucun,Oui,2023-09-17,14.56,Admis,École Secondaire Averroès,Privé,Rural,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1063,50,5.2,Partiel,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.22,Risque faible
STU0547,Imane Zouiten,15.0,F,3ème Collège,SCH008,15.1,13.3,16.6,13.4,11.9,80.7,3.9,Oui,Aucun,Oui,2023-09-17,14.06,Admis,École Secondaire Oued Ziz,Privé,Urbain,Mohammedia,Casablanca-Settat,999,56,3.5,Partiel,1985,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.29,Risque faible
STU0892,Lina Benjelloun,15.0,F,3ème Collège,SCH067,17.0,13.0,14.3,13.5,10.8,73.6,5.6,Oui,Supérieur,Non,2023-09-17,13.72,Admis,Lycée Al Massira,Public,Rural,Essaouira,Marrakech-Safi,738,23,8.6,Oui,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.28,Risque faible
STU0711,Lina Benhaddou,16.0,F,Tronc Commun,SCH069,16.4,12.1,15.7,15.2,12.5,81.2,5.3,Oui,Supérieur,Non,2023-09-12,14.38,Admis,École Secondaire Al Wifaq,Privé,Rural,Essaouira,Marrakech-Safi,383,45,3.1,Partiel,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.25,Risque faible
STU0203,Tariq Alaoui,14.0,M,2ème Bac,SCH055,9.3,9.6,7.9,10.7,7.4,65.5,3.9,Non,Aucun,Oui,2023-09-17,8.98,Ajourné,Collège Al Massira,Privé,Urbain,Taza,Fès-Meknès,617,29,8.2,Oui,1976,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.47,Risque modéré
STU0004,Othmane Amrani,18.0,M,2ème Bac,SCH045,11.5,15.8,12.5,17.5,10.8,68.5,3.7,Non,Supérieur,Oui,2023-09-10,13.62,Admis,Institut Al Kindi,Public,Urbain,Meknès,Fès-Meknès,612,29,4.4,Partiel,1987,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.35,Risque faible
STU0001,Mouad Senhaji,16.0,M,Tronc Commun,SCH090,17.1,14.0,13.8,10.5,11.4,82.0,4.2,Non,Aucun,Non,2023-09-06,13.36,Admis,Institut Ibn Battuta,Privé,Urbain,Agadir,Souss-Massa,753,34,8.6,Non,1994,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.3,Risque faible
STU0805,Omar Chraibi,17.0,M,2ème Bac,SCH105,14.3,10.6,16.6,16.6,17.9,70.35,2.7,Non,Secondaire,Non,2023-09-13,15.2,Admis,Lycée Ibn Battuta,Public,Urbain,Béni Mellal,Béni Mellal-Khénifra,420,56,8.4,Non,1993,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.33,Risque faible
STU0868,Aisha Mansouri,16.0,F,3ème Collège,SCH071,16.5,11.8,13.7,12.3,13.6,84.1,4.0,Oui,Secondaire,Oui,2023-09-08,13.58,Admis,Collège Ibn Battuta,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,985,22,6.7,Oui,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.29,Risque faible
STU0719,Hajar Senhaji,17.0,F,2ème Bac,SCH016,17.2,15.5,12.9,13.6,14.3,84.3,4.7,Non,Aucun,Oui,2023-09-08,14.7,Admis,Collège Al Kindi,Privé,Urbain,Rabat,Rabat-Salé-Kénitra,1080,25,6.5,Partiel,1975,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.25,Risque faible
STU0797,Ilyas Tazi,17.0,M,1ère Bac,SCH114,12.5,10.6,14.0,10.2,17.0,79.8,4.1,Oui,Supérieur,Non,2023-09-17,12.86,Admis,Institut Al Kindi,Privé,Rural,Azilal,Béni Mellal-Khénifra,941,60,8.8,Non,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.32,Risque faible
STU0987,Hajar Benhaddou,16.0,F,Tronc Commun,SCH083,10.9,16.8,16.6,12.4,18.0,88.7,4.7,Non,Secondaire,Non,2023-09-01,14.94,Admis,Collège Al Farabi,Privé,Rural,Larache,Tanger-Tétouan-Al Hoceïma,1038,27,5.1,Partiel,2009,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.23,Risque faible
STU0867,Mouad Kettani,18.0,M,2ème Bac,SCH079,11.8,14.0,12.7,14.0,14.7,64.0,4.2,Non,Primaire,Oui,2023-09-14,13.44,Admis,Institut Hassan II,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,663,31,5.2,Partiel,1992,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.35,Risque faible
STU0481,Hassan Bouazza,16.0,M,1ère Bac,SCH044,9.8,10.1,8.3,7.5,10.9,69.9,0.5,Oui,Secondaire,Oui,2023-09-10,9.32,Ajourné,Collège Mohammed V,Privé,Rural,Meknès,Fès-Meknès,463,59,3.7,Oui,2005,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.54,Risque modéré
STU0149,Khalid Alaoui,14.0,M,3ème Collège,SCH001,13.4,13.8,11.4,10.4,16.5,93.3,4.2,Oui,Secondaire,Oui,2023-09-17,13.1,Admis,Collège Hassan II,Public,Rural,Casablanca,Casablanca-Settat,442,21,7.4,Partiel,1980,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.27,Risque faible
STU0387,Zineb El Ouali,17.0,F,2ème Bac,SCH016,16.5,14.7,15.7,13.9,12.6,66.0,5.0,Oui,Primaire,Non,2023-09-11,14.68,Admis,Collège Al Kindi,Privé,Urbain,Rabat,Rabat-Salé-Kénitra,1080,25,6.5,Partiel,1975,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.29,Risque faible
STU0003,Hajar Alaoui,14.0,F,3ème Collège,SCH118,10.7,8.1,10.4,10.7,8.5,65.5,3.8,Non,Supérieur,Oui,2023-09-02,9.68,Ajourné,Institut Moulay Youssef,Public,Urbain,Oujda,Oriental,999,30,6.2,Partiel,1984,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.45,Risque modéré
STU0600,Bilal Amrani,17.0,M,2ème Bac,SCH009,16.9,16.6,16.6,17.4,12.4,72.2,5.4,Oui,Primaire,Oui,2023-09-19,15.98,Admis,Institut Averroès,Public,Urbain,Mohammedia,Casablanca-Settat,576,55,7.5,Oui,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.23,Risque faible
STU0073,Bilal Belkadi,17.0,M,1ère Bac,SCH090,10.1,12.8,10.8,10.8,13.2,72.5,3.3,Non,Aucun,Oui,2023-09-07,11.54,Admis,Institut Ibn Battuta,Privé,Urbain,Agadir,Souss-Massa,753,34,8.6,Non,1994,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.4,Risque modéré
STU0367,Omar Berrada,14.0,M,3ème Collège,SCH127,9.8,7.1,9.9,9.7,10.1,77.95,3.5,Oui,Supérieur,Oui,2023-09-17,9.32,Ajourné,Lycée Ibn Khaldoun,Public,Rural,Berkane,Oriental,1072,29,8.6,Partiel,2000,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.43,Risque modéré
STU0143,Mehdi El Idrissi,15.0,M,3ème Collège,SCH118,14.1,15.4,11.9,16.1,15.4,65.9,2.7,Non,Supérieur,Non,2023-09-05,14.58,Admis,Institut Moulay Youssef,Public,Urbain,Oujda,Oriental,999,30,6.2,Partiel,1984,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.36,Risque faible
